PLZ,Ort,Wohnung_Min,Wohnung_Durchschnitt,Wohnung_Max,Haus_Min,Haus_Durchschnitt,Haus_Max
4917,Busswil b. Melchnau,2462,4714,8724,2978,5446,11062
4919,Reisiswil,2219,4247,7861,2897,5297,10759
4922,Bützberg,2642,5057,9360,3369,6161,12515
4922,Thunstetten,2804,5369,9936,3272,5983,12154
4923,Wynau,2359,4515,8356,2941,5378,10925
4924,Obersteckholz,2503,4791,8867,3470,6345,12888
4932,Lotzwil,2703,5175,9577,3204,5860,11902
4932,Gutenburg,2655,5083,9408,3324,6079,12348
4933,Rütschelen,2828,5414,10021,3057,5589,11353
4934,Madiswil,2441,4673,8649,3179,5813,11808
4935,Leimiswil,2544,4870,9014,2705,4947,10048
4936,Kleindietwil,2940,5627,10415,2837,5188,10539
4937,Ursenbach,2486,4758,8806,2486,4545,9233
4938,Rohrbach,2266,4337,8027,2573,4705,9556
4938,Rohrbachgraben,2824,5406,10006,2396,4381,8898
4942,Walterswil BE,2579,4937,9137,2472,4520,9181
4943,Oeschenbach,2528,4839,8956,2465,4507,9155
4944,Auswil,2181,4176,7728,3117,5699,11577
4950,Huttwil,2826,5409,10010,2788,5099,10356
4952,Eriswil,2588,4954,9168,2687,4914,9981
4953,Schwarzenbach (Huttwil),2952,5651,10459,2695,4928,10011
4954,Wyssachen,3780,7236,13391,2698,4934,10021
4955,Gondiswil,2910,5570,10309,2893,5289,10744
5000,Aarau,5195,8471,14626,5379,8978,15401
5004,Aarau,4113,6706,11579,5553,9268,15899
5012,Schönenwerd,3294,5637,8940,3533,6118,12105
5012,Wöschnau,3623,6200,9833,3741,6478,12818
5012,Eppenberg,3249,5561,8820,3597,6229,12325
5013,Niedergösgen,3432,5874,9316,3406,5898,11670
5014,Gretzenbach,3498,5987,9495,3565,6172,12213
5015,Erlinsbach SO,3889,6656,10556,3842,6652,13162
5017,Barmelweid,3528,5752,9931,3389,5656,9703
5018,Erlinsbach,5419,8835,15256,4721,7880,13518
5022,Rombach,5193,8467,14620,5131,8563,14690
5023,Biberstein,5729,9341,16129,4848,8091,13880
5024,Küttigen,4859,7922,13678,4495,7502,12870
5025,Asp,4436,7233,12488,3662,6113,10487
5026,Densbüren,3860,6293,10865,3894,6499,11149
5027,Herznach,3708,6046,10440,3901,6511,11170
5028,Ueken,3300,5381,9291,3667,6120,10500
5032,Aarau Rohr,4600,7500,12950,4313,7198,12349
5033,Buchs AG,4475,7296,12597,4525,7553,12957
5034,Suhr,4524,7376,12735,4355,7270,12471
5035,Unterentfelden,3920,6391,11035,4208,7023,12048
5036,Oberentfelden,4037,6582,11365,4236,7070,12129
5037,Muhen,4307,7023,12126,4035,6734,11553
5040,Schöftland,3990,6505,11232,3905,6518,11182
5042,Hirschthal,4207,6860,11844,4163,6948,11920
5043,Holziken,4311,7029,12137,4013,6698,11491
5044,Schlossrued,3381,5513,9518,3851,6428,11027
5046,Schmiedrued,2864,4670,8063,3805,6350,10894
5046,Walde AG,2619,4270,7374,4074,6799,11665
5053,Staffelbach,4043,6591,11381,3828,6389,10960
5053,Wittwil,4235,6905,11922,3603,6014,10317
5054,Kirchleerau,3813,6217,10734,3693,6164,10575
5054,Moosleerau,3916,6385,11025,4085,6819,11697
5056,Attelwil,3524,5746,9922,3780,6309,10823
5057,Reitnau,3444,5614,9694,3592,5994,10284
5058,Wiliberg,3623,5906,10198,3576,5968,10239
5062,Oberhof,3963,6461,11156,3851,6427,11026
5063,Wölflinswil,3402,5546,9576,3889,6490,11134
5064,Wittnau,3276,5341,9222,3685,6150,10551
5070,Frick,4603,7505,12958,4454,7434,12753
5072,Oeschgen,4257,6941,11984,4255,7103,12184
5073,Gipf-Oberfrick,4179,6814,11765,4324,7218,12382
5074,Eiken,4215,6872,11866,3814,6366,10922
5075,Hornussen,3602,5873,10141,3574,5965,10233
5076,Bözen,3894,6348,10962,3628,6056,10389
5077,Elfingen,3693,6021,10396,3555,5933,10179
5078,Effingen,3708,6046,10440,3719,6207,10648
5079,Zeihen,3888,6339,10946,3923,6548,11234
5080,Laufenburg,3873,6315,10903,3730,6226,10680
5082,Kaisten,3869,6309,10893,3744,6249,10721
5083,Ittenthal,4007,6533,11280,3194,5331,9146
5084,Rheinsulz,3746,6107,10545,3576,5968,10239
5085,Sulz AG,3690,6017,10389,4162,6946,11917
5102,Rupperswil,4031,6572,11348,4145,6918,11868
5103,Wildegg,3975,6481,11191,4187,6989,11990
5103,Möriken AG,4550,7418,12808,4417,7372,12647
5105,Auenstein,4000,6522,11261,4272,7131,12233
5106,Veltheim AG,3616,5896,10180,4108,6856,11761
5107,Schinznach Dorf,3967,6468,11169,4029,6725,11537
5108,Oberflachs,3857,6289,10859,3683,6148,10547
5112,Thalheim AG,4770,7777,13429,3935,6567,11266
5113,Holderbank AG,3840,6261,10811,4171,6961,11942
5116,Schinznach Bad,3531,5758,9941,4191,6994,11999
5200,Brugg AG,4777,7789,13449,4761,7947,13634
5210,Windisch,4704,7670,13243,4708,7857,13479
5212,Hausen AG,4514,7360,12709,4538,7574,12993
5213,Villnachern,3762,6133,10590,4301,7178,12314
5222,Umiken,4979,8119,14018,4696,7838,13447
5223,Riniken,4646,7575,13079,4319,7209,12367
5225,Bözberg,3592,5857,10114,3888,6490,11133
5233,Stilli,3717,6060,10464,4039,6742,11566
5234,Villigen,3806,6206,10715,4179,6975,11966
5235,Rüfenach AG,4195,6840,11810,4018,6707,11506
5236,Remigen,4189,6830,11794,4183,6981,11976
5237,Mönthal,3656,5962,10294,3761,6277,10768
5242,Birr,4221,6882,11883,4195,7002,12013
5242,Lupfig,3996,6516,11251,4499,7509,12881
5243,Mülligen,4486,7314,12628,4044,6750,11580
5244,Birrhard,4570,7450,12864,4405,7353,12614
5245,Habsburg,4013,6543,11297,5090,8495,14574
5246,Scherz,3610,5886,10164,4129,6891,11822
5272,Gansingen,3867,6305,10886,3603,6014,10318
5273,Oberhofen AG,3933,6413,11073,3960,6609,11338
5274,Mettau,4167,6794,11731,3741,6245,10713
5275,Etzgen,3915,6382,11020,3587,5987,10271
5276,Wil AG,3476,5668,9787,3044,5081,8717
5277,Hottwil,3681,6001,10361,3852,6429,11029
5300,Turgi,4651,7584,13095,4376,7304,12531
5301,Siggenthal Station,4090,6669,11515,3878,6473,11104
5303,Würenlingen,4425,7214,12456,3994,6666,11436
5304,Endingen,4482,7308,12618,4205,7018,12040
5305,Unterendingen,4220,6881,11881,4254,7100,12180
5306,Tegerfelden,3952,6444,11127,3993,6665,11434
5312,Döttingen,4321,7044,12163,4079,6808,11679
5313,Klingnau,3982,6492,11209,3932,6562,11258
5314,Kleindöttingen,3823,6233,10763,3917,6537,11214
5315,Böttstein,3531,5757,9940,3557,5937,10185
5316,Leuggern,3464,5648,9752,3768,6289,10788
5317,Hettenschwil,3374,5501,9498,3640,6076,10423
5318,Mandach,3831,6246,10784,4312,7198,12348
5322,Koblenz,3191,5202,8983,3737,6237,10700
5323,Rietheim,4061,6621,11432,3643,6080,10431
5324,Full-Reuenthal,3479,5672,9794,3395,5667,9722
5325,Leibstadt,3011,4909,8476,3417,5703,9784
5326,Schwaderloch,2905,4737,8179,3460,5775,9907
5330,Bad Zurzach,4106,6694,11558,3840,6409,10994
5332,Rekingen AG,4099,6683,11539,3520,5874,10078
5333,Baldingen,3365,5486,9473,3759,6274,10763
5334,Böbikon,4008,6534,11282,3734,6233,10692
5400,Baden,5725,9334,16118,5761,9616,16497
5404,Baden,5081,8285,14305,4853,8100,13895
5405,Dättwil AG,5099,8314,14355,4851,8097,13890
5406,Rütihof,4668,7611,13142,4911,8197,14062
5408,Ennetbaden,6714,10946,18900,6178,10312,17690
5412,Gebenstorf,4885,7964,13751,4968,8292,14225
5412,Vogelsang AG,4711,7681,13263,4830,8061,13829
5413,Birmenstorf AG,4576,7461,12882,4911,8197,14062
5415,Nussbaumen AG,5508,8980,15505,5258,8776,15056
5415,Hertenstein AG,6465,10541,18201,5378,8976,15399
5415,Rieden AG,6767,11034,19051,5582,9317,15984
5416,Kirchdorf AG,4976,8113,14009,4891,8164,14005
5417,Untersiggenthal,4775,7785,13441,5063,8450,14496
5420,Ehrendingen,4477,7300,12604,4518,7541,12937
5423,Freienwil,5122,8351,14420,4650,7762,13316
5425,Schneisingen,4365,7117,12290,4679,7809,13396
5426,Lengnau AG,4136,6744,11644,4295,7169,12299
5430,Wettingen,5855,9547,16484,5838,9743,16715
5432,Neuenhof,5121,8350,14418,5291,8832,15151
5436,Würenlos,5270,8593,14837,5404,9019,15473
5442,Fislisbach,4787,7804,13476,5106,8522,14619
5443,Niederrohrdorf,5098,8312,14352,4788,7991,13709
5444,Künten,4607,7512,12970,4392,7330,12574
5445,Eggenwil,4989,8134,14045,5249,8760,15028
5452,Oberrohrdorf,5463,8907,15380,5538,9244,15858
5453,Remetschwil,5077,8278,14293,5485,9155,15705
5454,Bellikon,5607,9141,15784,5300,8846,15176
5462,Siglistorf,4202,6851,11829,4118,6873,11791
5463,Wislikofen,4468,7285,12579,3771,6294,10797
5464,Rümikon AG,4535,7395,12768,4363,7282,12493
5465,Mellikon,4498,7334,12663,3645,6084,10438
5466,Kaiserstuhl AG,3620,5902,10191,3873,6464,11090
5467,Fisibach,4886,7966,13755,4324,7218,12382
5502,Hunzenschwil,3897,6354,10972,4370,7293,12511
5503,Schafisheim,4165,6791,11727,4032,6729,11544
5504,Othmarsingen,4319,7042,12160,4244,7083,12151
5505,Brunegg,4363,7114,12283,4519,7543,12940
5506,Mägenwil,4265,6954,12007,4514,7535,12926
5507,Mellingen,4754,7751,13383,4727,7889,13533
5512,Wohlenschwil,4289,6993,12074,4221,7045,12086
5522,Tägerig,3717,6060,10463,3954,6600,11322
5524,Niederwil AG,4134,6740,11638,4349,7259,12454
5524,Nesselnbach,4282,6982,12056,4193,6999,12007
5525,Fischbach-Göslikon,4284,6985,12062,4413,7365,12635
5600,Lenzburg,5022,8187,14137,5042,8416,14437
5600,Ammerswil AG,4624,7538,13016,4171,6961,11942
5603,Staufen,4874,7946,13721,4665,7786,13358
5604,Hendschiken,4303,7016,12115,3969,6625,11365
5605,Dottikon,4016,6548,11307,4233,7065,12121
5606,Dintikon,4437,7234,12491,4338,7241,12422
5607,Hägglingen,4477,7299,12603,4316,7204,12359
5608,Stetten AG,4928,8035,13873,4289,7159,12281
5610,Wohlen AG,4293,6999,12085,4571,7629,13087
5611,Anglikon,4725,7703,13301,4147,6921,11874
5612,Villmergen,4184,6821,11778,4436,7405,12703
5613,Hilfikon,3914,6381,11018,4719,7876,13511
5614,Sarmenstorf,3985,6497,11218,4291,7162,12286
5615,Fahrwangen,4579,7466,12892,4277,7138,12246
5616,Meisterschwanden,5996,9776,16879,5213,8700,14926
5617,Tennwil,5478,8932,15423,5222,8716,14952
5618,Bettwil,3931,6409,11066,4035,6734,11553
5619,Büttikon AG,4052,6607,11408,3993,6665,11434
5619,Uezwil,4279,6976,12045,3813,6365,10919
5620,Bremgarten AG,4984,8126,14031,4758,7941,13624
5621,Zufikon,5453,8890,15350,5205,8688,14905
5622,Waltenschwil,4327,7055,12182,4287,7156,12276
5623,Boswil,4199,6846,11821,4251,7095,12171
5624,Bünzen,3979,6487,11201,4138,6906,11847
5624,Waldhäusern AG,4197,6844,11817,4249,7092,12166
5625,Kallern,4250,6929,11964,4263,7116,12207
5626,Hermetschwil-Staffeln,4303,7015,12113,4337,7239,12418
5627,Besenbüren,4315,7035,12147,4626,7722,13247
5628,Aristau,4253,6934,11972,4564,7617,13068
5630,Muri AG,4700,7663,13231,4724,7885,13527
5632,Buttwil,3965,6465,11163,4387,7322,12561
5634,Merenschwand,4806,7836,13530,4477,7473,12820
5636,Benzenschwil,4396,7168,12377,4339,7242,12424
5637,Beinwil (Freiamt),4420,7207,12445,5143,8584,14726
5637,Geltwil,5027,8196,14152,5621,9383,16096
5642,Mühlau,4426,7217,12461,4938,8242,14139
5643,Sins,5575,9089,15694,5013,8366,14353
5643,Alikon,4566,7444,12853,4417,7372,12646
5643,Meienberg,4840,7891,13626,5042,8415,14436
5644,Auw,4069,6635,11456,4793,8000,13724
5645,Aettenschwil,4958,8084,13958,4659,7777,13341
5645,Fenkrieden,4870,7941,13711,4544,7584,13011
5646,Abtwil AG,4316,7036,12150,4607,7689,13190
5647,Oberrüti,4933,8042,13887,5185,8653,14845
5702,Niederlenz,4595,7492,12936,4373,7298,12520
5703,Seon,3855,6285,10852,4258,7107,12193
5704,Egliswil,3600,5870,10135,4203,7015,12034
5705,Hallwil,3606,5880,10153,4101,6845,11743
5706,Boniswil,4553,7424,12819,4421,7379,12660
5707,Seengen,5015,8177,14119,5466,9122,15650
5708,Birrwil,5070,8266,14273,4590,7661,13143
5712,Beinwil am See,4891,7974,13769,4955,8271,14189
5722,Gränichen,4100,6685,11543,4039,6742,11565
5723,Teufenthal AG,3220,5250,9065,3534,5898,10119
5724,Dürrenäsch,3272,5335,9213,3911,6528,11199
5725,Leutwil,3350,5462,9432,4262,7113,12203
5726,Unterkulm,3229,5265,9091,3487,5820,9984
5727,Oberkulm,3645,5944,10263,3825,6384,10952
5728,Gontenschwil,3525,5748,9925,3451,5761,9882
5732,Zetzwil,3312,5400,9323,3803,6348,10890
5733,Leimbach AG,3230,5266,9093,3660,6109,10480
5734,Reinach AG,3826,6238,10771,3668,6122,10502
5735,Pfeffikon LU,3512,5980,12377,3375,6390,15074
5736,Burg AG,3661,5970,10308,3408,5689,9759
5737,Menziken,3956,6450,11138,3852,6429,11029
5742,Kölliken,4123,6722,11607,3945,6585,11297
5745,Safenwil,3838,6257,10804,4025,6718,11525
5746,Walterswil SO,3409,5835,9254,3843,6654,13165
6003,Luzern,6355,10822,22398,5406,10236,24149
6004,Luzern,7076,12050,24941,5679,10752,25366
6005,Luzern,6802,11583,23974,6367,12054,28438
6005,St. Niklausen LU,7192,12248,25350,7634,14454,34100
6006,Luzern,7437,12665,26213,6962,13182,31098
6010,Kriens,5512,9386,19427,4974,9418,22219
6010,Pilatus Kulm,4055,8315,20074,3323,7710,19607
6012,Obernau,5026,8559,17715,4431,8390,19794
6013,Eigenthal,3811,6491,13434,4662,8827,20823
6014,Luzern,4707,8016,16592,4262,8070,19037
6015,Luzern,4409,7508,15539,4382,8297,19573
6016,Hellbühl,4610,7850,16247,3969,7514,17726
6017,Ruswil,4323,7362,15237,3934,7449,17573
6018,Buttisholz,4073,6936,14357,3921,7423,17512
6019,Sigigen,4101,6984,14456,3557,6734,15886
6020,Emmenbrücke,4776,8133,16834,4659,8820,20809
6022,Grosswangen,3561,6065,12553,3305,6257,14760
6023,Rothenburg,5109,8700,18007,4657,8817,20802
6024,Hildisrieden,5168,8800,18215,4672,8846,20869
6025,Neudorf,4422,7530,15585,4221,7991,18853
6026,Rain,5203,8860,18339,4684,8869,20924
6027,Römerswil LU,5051,8602,17803,3994,7563,17841
6028,Herlisberg,4490,7647,15827,4119,7799,18398
6030,Ebikon,5349,9109,18853,5115,9684,22846
6032,Emmen,5043,8588,17775,4536,8587,20259
6033,Buchrain,5072,8637,17876,5092,9640,22743
6034,Inwil,5353,9115,18866,4464,8452,19940
6035,Perlen,5121,8720,18049,4996,9459,22314
6036,Dierikon,4688,7983,16524,4776,9042,21332
6037,Root,5357,9124,18884,4464,8452,19940
6038,Gisikon,5845,9954,20603,4574,8661,20432
6038,Honau,5879,10012,20722,4608,8725,20583
6039,Root D4,4905,8353,17289,4406,8343,19682
6042,Dietwil,4679,7628,13171,5008,8359,14339
6043,Adligenswil,5418,9226,19096,5264,9966,23512
6044,Udligenswil,6031,10270,21256,5481,10378,24484
6045,Meggen,8099,13793,28547,7908,14973,35323
6047,Kastanienbaum,8110,13810,28584,7455,14115,33300
6048,Horw,6531,11122,23021,6254,11840,27933
6052,Hergiswil NW,6956,12963,23186,5499,13365,38286
6053,Alpnachstad,4176,8459,17389,4137,10572,23902
6055,Alpnach Dorf,4023,8150,16754,3286,8398,18986
6056,Kägiswil,3821,7741,15913,2952,7545,17058
6060,Sarnen,4384,8881,18257,3450,8818,19935
6060,Ramersberg,4627,9373,19267,3762,9615,21737
6062,Wilen (Sarnen),4873,9871,20292,3761,9611,21729
6063,Stalden (Sarnen),4194,8495,17463,3255,8318,18806
6064,Kerns,3682,7459,15333,2929,7484,16920
6066,St. Niklausen OW,3833,7764,15961,2640,6745,15251
6067,Melchtal,3732,7559,15539,2236,5713,12917
6068,Melchsee-Frutt,4768,9659,19856,1957,5000,11304
6072,Sachseln,4443,9001,18503,3377,8629,19509
6073,Flüeli-Ranft,4659,9438,19401,3276,8372,18927
6074,Giswil,3637,7368,15147,3240,8279,18718
6078,Lungern,3452,6992,14373,2720,6951,15715
6078,Bürglen OW,3419,6925,14236,3103,7930,17930
6083,Hasliberg Hohfluh,3490,6680,12363,3432,6276,12748
6084,Hasliberg Wasserwendi,4297,8226,15224,3621,6622,13451
6085,Hasliberg Goldern,3927,7516,13911,3455,6318,12834
6086,Hasliberg Reuti,4042,7737,14320,3351,6127,12446
6102,Malters,4421,7528,15581,3924,7430,17529
6103,Schwarzenberg LU,4131,7034,14559,4095,7753,18291
6105,Schachen LU,4006,6823,14121,3415,6466,15255
6106,Werthenstein,4101,6984,14455,3255,6163,14540
6110,Wolhusen,3700,6301,13041,3644,6899,16276
6110,Fontannen b. Wolhusen,3237,5512,11409,2944,5574,13151
6112,Doppleschwand,3680,6267,12971,3633,6878,16227
6113,Romoos,3608,6144,12716,3256,6165,14545
6114,Steinhuserberg,3201,5451,11283,3762,7123,16803
6122,Menznau,3298,5617,11626,3462,6555,15465
6123,Geiss,3411,5809,12024,3676,6960,16420
6125,Menzberg,3291,5605,11602,2574,4873,11496
6126,Daiwil,3740,6369,13182,3374,6389,15072
6130,Willisau,4309,7338,15189,3438,6510,15358
6132,Rohrmatt,3688,6281,13001,3071,5815,13718
6133,Hergiswil b. Willisau,3104,5285,10939,2577,4878,11509
6142,Gettnau,3773,6426,13300,3159,5981,14110
6143,Ohmstal,3551,6048,12517,3855,7299,17219
6144,Zell LU,3534,6019,12458,3396,6430,15170
6145,Fischbach LU,3585,6105,12636,3512,6649,15685
6146,Grossdietwil,3603,6135,12699,3173,6008,14174
6147,Altbüron,3532,6014,12448,3184,6029,14223
6152,Hüswil,3424,5831,12069,3066,5806,13696
6153,Ufhusen,3100,5279,10926,3119,5905,13931
6154,Hofstatt,2965,5049,10451,2468,4673,11023
6156,Luthern,2677,4560,9437,2772,5247,12380
6156,Luthern Bad,2893,4926,10196,2500,4733,11166
6162,Entlebuch,3805,6479,13410,3376,6392,15081
6162,Rengg,3368,5735,11871,3564,6748,15920
6162,Finsterwald b. Entlebuch,3458,5888,12187,3361,6364,15014
6163,Ebnet,3108,5292,10954,3990,7555,17823
6166,Hasle LU,3482,5929,12272,3376,6392,15079
6167,Bramboden,3534,6019,12458,3943,7466,17614
6170,Schüpfheim,3831,6523,13502,3487,6602,15575
6173,Flühli LU,3617,6160,12749,2867,5429,12807
6174,Sörenberg,4351,7409,15335,3784,7164,16900
6182,Escholzmatt,3164,5388,11152,3240,6134,14471
6192,Wiggen,3121,5316,11002,3003,5686,13415
6196,Marbach LU,2919,4970,10287,2833,5363,12652
6197,Schangnau,2769,5300,9809,2705,4946,10047
6203,Sempach Station,4132,7037,14564,4527,8570,20219
6204,Sempach,4827,8220,17014,4889,9256,21836
6205,Eich,6668,11355,23503,7005,13262,31288
6206,Neuenkirch,4466,7605,15741,4478,8478,20001
6207,Nottwil,5239,8922,18466,4892,9263,21852
6208,Oberkirch LU,5430,9247,19140,4736,8967,21154
6210,Sursee,5179,8819,18253,4664,8831,20835
6211,Buchs LU,4570,7783,16108,3699,7003,16520
6212,St. Erhard,4290,7306,15122,4308,8157,19244
6212,Kaltbach,4841,8243,17062,4121,7802,18406
6213,Knutwil,3952,6731,13931,3955,7488,17666
6214,Schenkon,5477,9327,19306,5258,9955,23485
6215,Beromünster,4414,7517,15558,3840,7271,17154
6215,Schwarzenbach LU,4125,7024,14539,3853,7294,17209
6216,Mauensee,4560,7766,16074,4299,8139,19201
6217,Kottwil,3886,6618,13697,3769,7136,16836
6218,Ettiswil,3851,6558,13574,4328,8195,19333
6221,Rickenbach LU,4114,7006,14502,3543,6708,15826
6222,Gunzwil,4977,8476,17544,3579,6777,15988
6231,Schlierbach,4489,7644,15822,3743,7086,16718
6232,Geuensee,4430,7544,15615,4239,8025,18933
6233,Büron,4366,7435,15389,3866,7320,17270
6234,Triengen,4017,6841,14159,3755,7110,16772
6234,Kulmerau,3612,6150,12730,3876,7338,17312
6235,Winikon,3518,5991,12399,3398,6433,15176
6236,Wilihof,3868,6588,13635,3528,6679,15758
6242,Wauwil,4394,7482,15486,3838,7267,17144
6243,Egolzwil,3961,6745,13961,3881,7348,17334
6244,Nebikon,3670,6250,12936,3706,7016,16551
6245,Ebersecken,3687,6279,12996,4126,7811,18428
6246,Altishofen,3826,6516,13487,3292,6232,14703
6247,Schötz,4006,6822,14121,3781,7158,16886
6248,Alberswil,4036,6874,14228,3966,7508,17713
6252,Dagmersellen,4134,7040,14571,3750,7100,16749
6253,Uffikon,4064,6922,14326,3827,7247,17096
6260,Reiden,3769,6419,13286,3657,6924,16335
6260,Reidermoos,3559,6061,12545,3968,7513,17724
6260,Hintermoos,3631,6183,12798,3450,6532,15409
6260,Mehlsecken,3924,6683,13832,3315,6276,14806
6262,Langnau b. Reiden,4337,7386,15288,3420,6475,15275
6263,Richenthal,4187,7130,14758,3420,6475,15276
6264,Pfaffnau,3442,5862,12132,3425,6485,15299
6265,Roggliswil,3294,5610,11611,3088,5846,13792
6274,Eschenbach LU,4522,7701,15940,4581,8674,20463
6275,Ballwil,4503,7668,15872,4092,7748,18279
6276,Hohenrain,4913,8366,17317,4296,8134,19190
6277,Kleinwangen,4286,7300,15109,3697,6999,16513
6277,Lieli LU,3574,6087,12599,3159,5981,14110
6280,Hochdorf,4359,7424,15366,4016,7603,17937
6280,Urswil,4404,7499,15522,4357,8248,19459
6283,Baldegg,4179,7116,14729,3956,7489,17668
6284,Gelfingen,4049,6895,14271,4326,8191,19324
6284,Sulz LU,4058,6911,14304,3865,7318,17265
6285,Hitzkirch,4089,6964,14413,3746,7093,16734
6285,Retschwil,4427,7539,15603,4075,7715,18201
6286,Altwis,4248,7234,14973,3565,6749,15922
6287,Aesch LU,4318,7353,15219,4446,8418,19860
6288,Schongau,4016,6838,14154,3918,7418,17500
6289,Müswangen,3773,6425,13299,4230,8009,18894
6289,Hämikon,3815,6497,13447,4193,7939,18729
6294,Ermensee,3968,6758,13987,3821,7234,17066
6295,Mosen,4522,7700,15938,4231,8010,18898
6300,Zug,10874,18641,30813,9135,17786,33910
6300,Zugerberg,11877,20360,33654,9150,17814,33965
6312,Steinhausen,8277,14189,23454,7373,14354,27368
6313,Menzingen,7017,12030,19885,6447,12551,23931
6313,Edlibach,8036,13776,22771,6497,12650,24118
6313,Finstersee,7900,13542,22385,6367,12396,23634
6314,Unterägeri,8288,14208,23486,7761,15110,28808
6314,Neuägeri,8380,14365,23745,6771,13183,25134
6315,Oberägeri,9857,16898,27931,9558,18610,35481
6315,Alosen,9598,16453,27196,8067,15706,29945
6315,Morgarten,9312,15963,26386,7510,14623,27880
6317,Oberwil b. Zug,11077,18988,31387,9847,19171,36553
6318,Walchwil,10881,18654,30834,9778,19038,36299
6319,Allenwinden,7972,13665,22589,6577,12805,24413
6330,Cham,8721,14951,24713,7918,15416,29392
6331,Hünenberg,7880,13508,22328,6841,13319,25395
6332,Hagendorn,8323,14268,23585,6836,13310,25377
6333,Hünenberg See,8599,14741,24367,8501,16551,31556
6340,Baar,9183,15742,26021,8181,15928,30369
6340,Sihlbrugg,8118,13916,23003,5575,10854,20695
6343,Rotkreuz,8573,14696,24292,7330,14271,27210
6343,Buonas,10273,17611,29111,9172,17858,34049
6343,Risch,9696,16621,27474,8409,16373,31216
6343,Holzhäusern ZG,8984,15401,25458,7431,14468,27585
6344,Meierskappel,7163,12198,25247,6585,12467,29412
6345,Neuheim,7526,12902,21327,6198,12067,23007
6353,Weggis,7712,13133,27183,6647,12585,29690
6354,Vitznau,7178,12224,25302,6248,11830,27909
6356,Rigi Kaltbad,5917,10076,20854,6014,11386,26861
6362,Stansstad,5646,10522,18820,5307,12899,36950
6363,Obbürgen,6285,11713,20950,4933,11988,34340
6363,Fürigen,6328,11794,21095,4962,12059,34545
6363,Bürgenstock,7113,13256,23710,5347,12996,37227
6365,Kehrsiten,6889,12838,22962,5231,12713,36418
6370,Stans,5147,9593,17158,4157,10102,28938
6370,Oberdorf NW,4883,9099,16275,3218,7822,22406
6372,Ennetmoos,4722,8800,15740,3868,9401,26929
6373,Ennetbürgen,6578,12260,21928,5012,12181,34892
6374,Buochs,5276,9832,17586,3845,9344,26767
6375,Beckenried,6070,11312,20233,4844,11773,33726
6376,Emmetten,4385,8172,14617,3742,9095,26054
6377,Seelisberg,4070,7587,18669,4023,8749,18709
6382,Büren NW,4414,8225,14712,3244,7885,22588
6383,Dallenwil,4538,8458,15128,3329,8091,23176
6383,Niederrickenbach,4916,9162,16387,3030,7363,21093
6383,Wiesenberg,4283,7982,14277,3249,7896,22620
6383,Wirzweli,4340,8088,14466,3194,7763,22239
6386,Wolfenschiessen,4443,8280,14811,2943,7153,20491
6387,Oberrickenbach,4649,8665,15498,2796,6795,19464
6388,Grafenort,4906,9938,20430,1952,4988,11278
6390,Engelberg,5766,11679,24009,4047,10343,23384
6402,Merlischachen,6778,12783,26161,6580,15002,31584
6403,Küssnacht am Rigi,6808,12840,26277,6037,13764,28977
6404,Greppen,5962,10154,21016,5601,10604,25016
6405,Immensee,7553,14244,29151,6987,15930,33537
6410,Goldau,5534,10436,21358,4368,9960,20968
6410,Rigi Klösterli,5331,10054,20575,4923,11224,23629
6410,Rigi Staffel,5081,9583,19611,4872,11107,23383
6410,Rigi Kulm,5141,9696,19844,5459,12446,26203
6410,Rigi Scheidegg,5828,10990,22492,3284,7487,15763
6414,Oberarth,4881,9206,18839,4053,9241,19455
6415,Arth,5696,10743,21986,5495,12529,26377
6416,Steinerberg,4386,8273,16930,4334,9883,20805
6417,Sattel,5449,10276,21031,4130,9417,19826
6418,Rothenthurm,5348,10087,20643,3789,8638,18185
6422,Steinen,4243,8003,16377,4135,9428,19848
6423,Seewen SZ,4987,9406,19250,3857,8793,18512
6424,Lauerz,5581,10525,21539,4731,10786,22707
6430,Schwyz,5197,9801,20059,4431,10103,21270
6432,Rickenbach b. Schwyz,5129,9673,19796,4292,9786,20601
6433,Stoos SZ,5701,10752,22005,4318,9846,20728
6434,Illgau,4929,9296,19024,2656,6055,12748
6436,Muotathal,3905,7365,15072,2830,6452,13584
6436,Bisisthal,3404,6420,13138,2853,6505,13696
6436,Ried (Muotathal),5602,10565,21622,2439,5561,11708
6438,Ibach,4998,9426,19291,3763,8580,18064
6440,Brunnen,5723,10793,22088,4231,9647,20309
6441,Rütli,4055,8315,20074,3323,7710,19607
6442,Gersau,5679,10711,21920,4699,10715,22557
6443,Morschach,5334,10061,20589,3680,8389,17662
6452,Sisikon,4504,8396,20660,3632,7899,16891
6452,Riemenstalden,4868,9180,18787,3297,7518,15828
6454,Flüelen,3866,7206,17732,3400,7395,15814
6460,Altdorf UR,4166,7766,19109,3268,7106,15196
6461,Isenthal,4070,7586,18667,3011,6548,14002
6462,Seedorf UR,4616,8605,21174,3244,7055,15087
6463,Bürglen UR,3987,7432,18288,2857,6213,13287
6464,Spiringen,3093,5766,14188,2191,4765,10190
6465,Unterschächen,2579,4808,11830,1975,4296,9186
6466,Bauen,3991,7439,18305,2911,6331,13538
6467,Schattdorf,3766,7020,17274,3172,6898,14751
6468,Attinghausen,4051,7552,18582,3174,6903,14762
