PLZ,Ort,Wohnung_Min,Wohnung_Durchschnitt,Wohnung_Max,Haus_Min,Haus_Durchschnitt,Haus_Max
2333,La Cibourg,1920,3981,7038,2355,4506,9917
2336,Les Bois,2685,4647,7125,2137,4645,8110
2338,Les Emibois,2812,4868,7464,1708,3713,6483
2338,Muriaux,3262,5645,8656,1922,4177,7293
2340,Le Noirmont,3485,6032,9250,2216,4816,8408
2345,Les Breuleux,2508,4340,6655,2092,4545,7936
2345,Le Cerneux-Veusil,2426,4199,6438,2071,4502,7860
2345,La Chaux-des-Breuleux,2688,4653,7134,2057,4471,7806
2345,Le Peuchapatte,4055,8315,20074,3323,7710,19607
2350,Saignelégier,2888,4998,7664,2135,4640,8101
2353,Les Pommerats,3004,5199,7971,1950,4237,7398
2354,Goumois,3207,5550,8510,2083,4527,7904
2360,Le Bémont JU,2868,4965,7612,2014,4376,7641
2362,Montfaucon,2133,3692,5661,1752,3807,6648
2362,Montfavergier,3268,5656,8672,1595,3465,6051
2363,Les Enfers,2199,3805,5835,1782,3874,6763
2364,St-Brais,5193,8988,13781,1665,3619,6319
2400,Le Locle,1610,3340,5905,2329,4456,9808
2400,Le Prévoux,1547,3209,5673,2093,4006,8816
2405,La Chaux-du-Milieu,1741,3612,6385,2232,4270,9398
2406,La Brévine,2540,5267,9312,2723,5210,11467
2406,Les Taillères,2320,4811,8505,2728,5219,11488
2406,La Châtagne,2262,4691,8294,2599,4973,10946
2406,Le Brouillet,1910,3960,7002,2154,4122,9073
2414,Le Cerneux-Péquignot,1752,3635,6426,2356,4508,9923
2416,Les Brenets,1908,3958,6997,2416,4624,10177
2502,Biel/Bienne,4055,8315,20074,3323,7710,19607
2503,Biel/Bienne,4055,8315,20074,3323,7710,19607
2504,Biel/Bienne,4055,8315,20074,3323,7710,19607
2505,Biel/Bienne,4055,8315,20074,3323,7710,19607
2512,Tüscherz-Alfermée,5193,9942,18399,4757,8699,17670
2513,Twann,3219,6163,11406,4002,7319,14866
2514,Ligerz,3561,6817,12617,4508,8243,16743
2515,Prêles,3364,6440,11919,3439,6288,12772
2516,Lamboing,3037,5813,10758,3161,5781,11742
2517,Diesse,2731,5227,9674,2769,5063,10283
2518,Nods,2440,4672,8646,2937,5370,10907
2520,La Neuveville,3809,7292,13496,4088,7475,15183
2523,Lignières,2416,5010,8857,2970,5684,12510
2525,Le Landeron,3095,6419,11347,3265,6248,13751
2532,Magglingen/Macolin,4466,8549,15822,4073,7448,15129
2533,Evilard,3547,6790,12567,4126,7544,15325
2534,Orvin,3928,7519,13915,2973,5436,11042
2534,Les Prés-d'Orvin,4055,8315,20074,3323,7710,19607
2535,Frinvillier,3408,6524,12075,2629,4808,9766
2536,Plagne,2816,5391,9977,2464,4505,9150
2537,Vauffelin,2705,5177,9582,2357,4310,8755
2538,Romont BE,2832,5421,10032,3182,5818,11818
2540,Grenchen,3328,5696,9033,3204,5548,10977
2542,Pieterlen,2860,5475,10134,3375,6171,12535
2543,Lengnau BE,2568,4917,9099,3256,5954,12095
2544,Bettlach,3423,5859,9292,3610,6250,12366
2545,Selzach,3229,5527,8765,3449,5972,11817
2552,Orpund,3107,5948,11009,3255,5951,12089
2553,Safnern,2974,5694,10538,3265,5971,12128
2554,Meinisberg,2694,5157,9544,2998,5482,11136
2555,Brügg BE,3527,6752,12497,3625,6629,13465
2556,Scheuren,3167,6063,11222,3093,5656,11488
2556,Schwadernau,3081,5898,10916,3502,6404,13008
2557,Studen BE,2833,5424,10038,3398,6213,12620
2558,Aegerten,3571,6836,12652,3508,6415,13031
2560,Nidau,3960,7581,14031,4019,7349,14929
2562,Port,3722,7125,13186,3905,7141,14506
2563,Ipsach,3267,6253,11573,3911,7151,14525
2564,Bellmund,4208,8056,14909,4023,7357,14943
2565,Jens,3810,7293,13498,3637,6651,13510
2572,Sutz,3443,6591,12199,3891,7115,14452
2572,Mörigen,3815,7302,13514,4655,8512,17290
2575,Täuffelen,3968,7597,14060,3991,7299,14825
2575,Gerolfingen,4245,8125,15038,4341,7937,16122
2575,Hagneck,3578,6850,12677,3608,6597,13400
2576,Lüscherz,3562,6819,12620,4556,8331,16923
2577,Siselen BE,3103,5940,10993,3199,5850,11883
2577,Finsterhennen,3127,5986,11079,3272,5982,12151
2603,Péry,2006,3841,7108,2569,4698,9543
2604,La Heutte,2081,3983,7371,2479,4533,9207
2605,Sonceboz-Sombeval,2305,4413,8168,2405,4398,8934
2606,Corgémont,2117,4053,7501,2526,4619,9383
2607,Cortébert,2192,4197,7768,2184,3993,8110
2608,Courtelary,2306,4414,8170,2621,4793,9736
2608,Montagne-de-Courtelary,2320,4442,8221,2475,4525,9192
2610,St-Imier,2146,4109,7604,2545,4654,9453
2610,Mont-Soleil,2359,4515,8356,2773,5071,10300
2610,Les Pontins,2099,4018,7436,3390,6200,12593
2610,Mont-Crosin,2238,4285,7930,2527,4621,9387
2612,Cormoret,2178,4168,7715,2598,4751,9651
2613,Villeret,2292,4387,8119,2407,4401,8939
2615,Sonvilier,1729,3310,6126,2412,4411,8960
2615,Montagne-de-Sonvilier,1658,3174,5875,2123,3883,7887
2616,Renan BE,2010,3847,7120,2577,4711,9570
2616,La Cibourg,1981,4109,7264,2331,4461,9819
2710,Tavannes,2335,4470,8272,2302,4209,8549
2712,Le Fuet,2259,4324,8002,2553,4668,9482
2713,Bellelay,2234,4276,7913,2400,4388,8913
2714,Les Genevez JU,2265,3920,6010,1995,4335,7569
2714,Le Prédame,2268,3926,6020,2033,4417,7712
2715,Châtelat,2253,4313,7983,2428,4439,9017
2715,Monible,2317,4435,8209,1958,3580,7271
2716,Sornetan,2160,4135,7652,1983,3626,7366
2717,Fornet-Dessous,2313,4428,8196,2582,4721,9590
2717,Rebévelier,2440,4670,8643,2121,3879,7879
2718,Lajoux JU,2576,4458,6836,1811,3936,6872
2718,Fornet-Dessus,2568,4445,6816,1857,4036,7048
2720,Tramelan,2182,4177,7730,2326,4254,8641
2720,La Tanne,2396,4587,8489,2356,4308,8751
2722,Les Reussilles,2087,3995,7393,2504,4579,9301
2723,Mont-Tramelan,2440,4671,8646,2606,4765,9678
2732,Reconvilier,2465,4718,8732,2356,4308,8750
2732,Saicourt,2268,4342,8036,2068,3781,7680
2732,Saules BE,1993,3815,7061,2245,4105,8338
2732,Loveresse,2338,4476,8283,2463,4504,9148
2733,Pontenet,2389,4574,8465,2481,4537,9216
2735,Bévilard,2422,4637,8582,2172,3971,8066
2735,Champoz,2228,4264,7892,2653,4851,9853
2735,Malleray,2496,4779,8844,2242,4099,8327
2736,Sorvilier,2071,3965,7338,2620,4791,9732
2738,Court,1837,3516,6508,2441,4463,9065
2740,Moutier,1933,3701,6849,2304,4213,8558
2742,Perrefitte,1754,3357,6214,2390,4371,8879
2743,Eschert,1904,3645,6746,2318,4238,8608
2744,Belprahon,1943,3719,6882,2503,4576,9295
2745,Grandval,1132,2167,4010,2324,4249,8631
2746,Crémines,1601,3065,5673,2339,4277,8687
2747,Corcelles BE,2107,4033,7464,2039,3728,7572
2747,Seehof,2483,4754,8798,2501,4573,9290
2748,Souboz,2342,4483,8297,2347,4291,8716
2748,Les Ecorcheresses,2343,4486,8302,2412,4410,8958
2762,Roches BE,1981,3792,7018,2025,3702,7520
2800,Delémont,2714,4697,7202,2307,5013,8752
2802,Develier,2851,4934,7566,2177,4731,8260
2803,Bourrignon,1685,2917,4472,2045,4444,7760
2805,Soyhières,2199,3806,5836,1760,3826,6680
2806,Mettembert,2199,3806,5836,1814,3943,6884
2807,Pleigne,1510,2613,4007,1729,3758,6561
2807,Lucelle,1797,3110,4768,1816,3946,6890
2812,Movelier,1894,3277,5025,1804,3919,6843
2813,Ederswiler,1701,2944,4514,2188,4755,8302
2814,Roggenburg,2625,4846,8784,3155,5402,10065
2822,Courroux,2525,4370,6701,2226,4838,8447
2823,Courcelon,2683,4644,7121,2079,4517,7887
2824,Vicques,2684,4646,7123,1906,4142,7233
2825,Courchapoix,2518,4358,6683,2047,4449,7768
2826,Corban,2596,4494,6890,1867,4057,7083
2827,Mervelier,2439,4222,6473,1716,3730,6513
2827,Schelten,2860,5476,10134,2657,4858,9868
2828,Montsevelier,3281,5679,8708,1775,3857,6734
2829,Vermes,2561,4432,6796,2087,4535,7919
2830,Courrendlin,2609,4516,6925,2087,4536,7920
2830,Vellerat,2424,4195,6433,1894,4116,7186
2832,Rebeuvelier,1870,3237,4963,1766,3838,6702
2842,Rossemaison,2782,4815,7383,2226,4837,8446
2843,Châtillon JU,2786,4822,7393,2197,4774,8335
2852,Courtételle,2424,4195,6432,1994,4333,7565
2853,Courfaivre,2603,4506,6909,1962,4263,7443
2854,Bassecourt,2665,4612,7071,2139,4649,8117
2855,Glovelier,2815,4873,7472,1984,4312,7528
2856,Boécourt,2842,4918,7541,1883,4091,7143
2857,Montavon,2601,4502,6904,2038,4429,7734
2863,Undervelier,2784,4819,7389,1692,3676,6418
2864,Soulce,2437,4217,6467,1897,4122,7197
2873,Saulcy,2770,4794,7351,1855,4032,7039
2882,St-Ursanne,2412,4174,6400,1741,3784,6607
2883,Montmelon,2558,4427,6787,1775,3857,6734
2884,Montenol,2362,4088,6268,1566,3402,5941
2885,Epauvillers,1762,3050,4677,1523,3310,5779
2886,Epiquerez,2258,3907,5991,1572,3417,5966
2887,Soubey,1913,3310,5076,1692,3678,6421
2888,Seleute,2173,3761,5768,1454,3160,5518
2889,Ocourt,1762,3050,4676,1594,3464,6048
2900,Porrentruy,2548,4411,6763,1936,4208,7347
2902,Fontenais,2351,4069,6240,1698,3689,6442
2903,Villars-sur-Fontenais,2156,3732,5722,1878,4082,7128
2904,Bressaucourt,2016,3488,5349,1691,3674,6415
2905,Courtedoux,2226,3853,5907,1679,3650,6373
2906,Chevenez,1737,3006,4610,1672,3632,6342
2907,Rocourt,2876,4977,7632,1574,3420,5972
2908,Grandfontaine,1683,2913,4467,1505,3270,5710
2912,Réclère,1846,3195,4899,1596,3468,6055
2912,Roche-d'Or,4055,8315,20074,3323,7710,19607
2914,Damvant,1094,1893,2903,1361,2958,5165
2915,Bure,1809,3131,4801,1689,3670,6407
2916,Fahy,1234,2136,3274,1302,2830,4941
2922,Courchavon,2635,4561,6993,1843,4006,6994
2923,Courtemaîche,1989,3443,5280,1412,3068,5356
2924,Montignez,1265,2189,3357,1248,2713,4737
2925,Buix,1670,2891,4432,1466,3187,5564
2926,Boncourt,1634,2829,4338,1572,3415,5963
2932,Coeuve,2207,3820,5857,1696,3686,6436
2933,Damphreux,1612,2790,4278,1687,3667,6403
2933,Lugnez,902,1561,2393,1634,3552,6202
2935,Beurnevésin,1285,2224,3411,1454,3161,5519
2942,Alle,2608,4515,6922,1762,3829,6686
2943,Vendlincourt,1519,2629,4032,1498,3256,5685
2944,Bonfol,1317,2279,3495,1395,3031,5293
2946,Miécourt,2096,3628,5563,1485,3228,5635
2947,Charmoille,2065,3574,5480,1709,3714,6485
2950,Courgenay,2327,4028,6176,1924,4181,7299
2950,Courtemautruy,2178,3769,5780,1818,3951,6899
2952,Cornol,2148,3717,5699,1690,3672,6412
2953,Fregiécourt,2173,3762,5768,1653,3592,6272
2953,Pleujouse,2151,3722,5707,1676,3642,6359
2954,Asuel,2271,3931,6027,1557,3383,5907
3004,Bern,5104,9770,18082,4796,8771,17815
3005,Bern,6205,11879,21984,6400,11702,23770
3006,Bern,5080,9724,17998,5576,10195,20709
3007,Bern,5184,9923,18365,5333,9751,19807
3008,Bern,4820,9226,17075,5202,9513,19323
3010,Bern,5081,9727,18001,5953,10886,22112
3011,Bern,6386,12224,22624,5744,10504,21337
3012,Bern,5756,11019,20394,5369,9817,19942
3013,Bern,5574,10671,19749,5510,10075,20465
3014,Bern,5315,10174,18829,5347,9777,19859
3015,Bern,3368,6447,11932,5100,9325,18942
3018,Bern,3635,6958,12878,4598,8407,17077
3019,Bern,3947,7555,13982,4360,7972,16194
3020,Bern,3549,6795,12575,3834,7010,14239
3027,Bern,3838,7346,13596,4523,8270,16798
3032,Hinterkappelen,3439,6583,12184,4608,8426,17116
3033,Wohlen b. Bern,3843,7357,13615,4095,7489,15212
3034,Murzelen,3287,6292,11645,3630,6638,13484
3035,Frieswil,2811,5381,9959,3955,7233,14691
3036,Detligen,3024,5788,10713,3330,6088,12367
3037,Herrenschwanden,5205,9963,18440,4961,9072,18427
3038,Kirchlindach,3777,7230,13381,4318,7896,16040
3042,Ortschwaben,3489,6679,12361,4074,7450,15133
3043,Uettligen,3945,7552,13977,4299,7860,15967
3044,Innerberg,2971,5687,10526,4030,7368,14967
3045,Meikirch,3725,7130,13196,3616,6612,13431
3046,Wahlendorf,3123,5978,11064,3597,6578,13362
3047,Bremgarten b. Bern,4836,9257,17132,5172,9458,19212
3048,Worblaufen,4286,8205,15185,4246,7763,15769
3049,Säriswil,3499,6698,12397,3877,7090,14401
3052,Zollikofen,4085,7821,14474,4580,8375,17012
3053,Münchenbuchsee,3703,7089,13120,4005,7324,14877
3053,Deisswil b. Münchenbuchsee,3676,7037,13024,3848,7037,14294
3053,Diemerswil,3855,7380,13659,4133,7558,15352
3053,Wiggiswil,3501,6702,12404,3476,6357,12913
3053,Lätti,2679,5128,9491,3201,5852,11888
3054,Schüpfen,2815,5389,9973,3367,6158,12507
3063,Ittigen,4007,7671,14196,4794,8766,17806
3065,Bolligen,4519,8650,16009,4905,8970,18220
3066,Stettlen,4004,7664,14184,4388,8023,16297
3067,Boll,4068,7788,14413,3910,7150,14524
3068,Utzigen,4053,7759,14360,3751,6859,13932
3072,Ostermundigen,4264,8163,15108,4608,8425,17114
3073,Gümligen,4407,8437,15614,5192,9494,19284
3074,Muri b. Bern,4743,9079,16803,5630,10295,20913
3075,Rüfenacht BE,4024,7702,14255,4141,7572,15381
3075,Vielbringen b. Worb,3909,7482,13847,3890,7114,14450
3076,Worb,3583,6859,12694,4023,7356,14942
3077,Enggistein,3250,6221,11513,3495,6391,12982
3078,Richigen,3558,6810,12604,4000,7315,14858
3082,Schlosswil,3968,7596,14058,3670,6711,13631
3083,Trimstein,3376,6463,11961,3891,7115,14453
3084,Wabern,4986,9545,17666,5381,9840,19988
3086,Zimmerwald,3579,6852,12681,3857,7053,14327
3086,Englisberg,3742,7163,13258,3664,6700,13609
3087,Niedermuhlern,3373,6456,11948,3457,6322,12842
3088,Rüeggisberg,3444,6592,12201,2982,5453,11076
3088,Oberbütschel,3269,6258,11582,3259,5959,12104
3089,Hinterfultigen,3127,5986,11078,2776,5075,10309
3095,Spiegel b. Bern,4866,9316,17241,5088,9304,18899
3096,Oberbalm,3636,6960,12881,3425,6263,12721
3097,Liebefeld,4276,8186,15150,4852,8872,18022
3098,Köniz,4247,8129,15045,4553,8326,16912
3098,Schliern b. Köniz,4298,8228,15228,4150,7588,15413
3099,Rüti b. Riggisberg,2761,5285,9780,2684,4908,9968
3110,Münsingen,4284,8200,15176,4365,7982,16213
3111,Tägertschi,4260,8155,15093,4106,7508,15251
3112,Allmendingen b. Bern,4127,7901,14622,4914,8986,18253
3113,Rubigen,3964,7587,14042,3794,6938,14092
3114,Wichtrach,3069,5876,10874,3781,6914,14045
3115,Gerzensee,3073,5882,10886,4369,7990,16229
3116,Kirchdorf BE,3267,6255,11576,3576,6538,13281
3116,Mühledorf BE,3427,6560,12141,4275,7817,15879
3116,Noflen BE,3244,6209,11492,3335,6099,12388
3122,Kehrsatz,4158,7960,14732,4170,7625,15487
3123,Belp,3728,7136,13208,3926,7179,14582
3124,Belpberg,3660,7007,12968,3832,7007,14233
3125,Toffen,3352,6418,11877,3558,6507,13217
3126,Kaufdorf,3131,5994,11093,3465,6335,12868
3126,Gelterfingen,3042,5824,10779,3855,7049,14318
3127,Mühlethurnen,3480,6662,12329,3646,6668,13544
3127,Lohnstorf,3482,6666,12338,3678,6725,13661
3128,Kirchenthurnen,3337,6388,11822,3729,6820,13852
3128,Rümligen,3430,6566,12153,3593,6569,13344
3132,Riggisberg,3541,6779,12547,3161,5780,11740
3144,Gasel,3652,6990,12937,3718,6798,13809
3145,Niederscherli,3650,6987,12932,3508,6414,13029
3147,Mittelhäusern,3612,6914,12796,3590,6565,13334
3148,Lanzenhäusern,3396,6501,12031,3431,6274,12744
3150,Schwarzenburg,2988,5719,10584,3183,5820,11822
3152,Mamishaus,3039,5817,10766,2982,5454,11078
3153,Rüschegg Gambach,2626,5028,9305,3012,5507,11186
3154,Rüschegg Heubach,2468,4724,8742,2965,5422,11013
3155,Helgisried-Rohrbach,2941,5630,10419,2884,5273,10711
3156,Riffenmatt,2992,5727,10599,3118,5701,11581
3157,Milken,3291,6301,11661,2819,5154,10470
3158,Guggisberg,2910,5570,10309,3149,5758,11695
3159,Riedstätt,2868,5490,10160,2918,5335,10838
3172,Niederwangen b. Bern,3714,7109,13157,3950,7222,14670
3173,Oberwangen b. Bern,3578,6850,12677,3900,7132,14487
3174,Thörishaus,3616,6922,12812,3361,6146,12484
3175,Flamatt,3978,6244,9365,4043,6329,10179
3176,Neuenegg,3395,6499,12029,3557,6504,13211
3177,Laupen BE,3090,5915,10948,3519,6435,13071
3178,Bösingen,3139,4927,7391,4182,6546,10529
3179,Kriechenwil,2818,5395,9984,3344,6114,12420
3182,Ueberstorf,4216,6618,9926,3994,6253,10057
3183,Albligen,3237,6197,11469,3272,5983,12154
3184,Wünnewil,3968,6228,9343,3772,5905,9498
3185,Schmitten FR,3589,5634,8451,3881,6075,9772
3186,Düdingen,3928,6165,9247,4197,6570,10568
3202,Frauenkappelen,3573,6839,12658,3815,6976,14169
3203,Mühleberg,4055,8315,20074,3323,7710,19607
3204,Rosshäusern,3374,6460,11955,3742,6843,13900
3205,Gümmenen,3620,6930,12826,3498,6396,12991
3206,Rizenbach,4055,8315,20074,3323,7710,19607
3206,Ferenbalm,3355,6422,11885,3641,6658,13523
3206,Wallenbuch,4061,6374,9561,3176,4972,7997
3206,Biberen,2934,5617,10395,3599,6580,13366
3206,Gammen,3284,6287,11636,3136,5734,11648
3207,Wileroltigen,3303,6322,11701,2878,5263,10691
3207,Golaten,3175,6078,11249,2972,5434,11038
3208,Gurbrü,3438,6581,12179,3600,6582,13371
3210,Kerzers,4217,6619,9928,3944,6174,9930
3212,Gurmels,3631,5700,8550,3895,6098,9808
3212,Kleingurmels,3471,5449,8173,3842,6014,9674
3213,Liebistorf,3451,5417,8125,3639,5696,9163
3213,Kleinbösingen,3328,5224,7836,3658,5726,9210
3214,Ulmiz,4055,8315,20074,3323,7710,19607
3215,Gempenach,3698,5805,8707,4397,6884,11072
3215,Büchslen,3765,5909,8863,3898,6103,9816
3215,Lurtigen,3857,6054,9081,4063,6361,10231
3216,Ried b. Kerzers,4021,6311,9466,4305,6740,10841
3216,Agriswil,4055,8315,20074,3323,7710,19607
3225,Müntschemier,3127,5985,11077,3447,6302,12801
3226,Treiten,2945,5637,10433,3204,5859,11902
3232,Ins,3286,6291,11643,3526,6448,13097
3233,Tschugg,3692,7067,13080,3797,6943,14102
3234,Vinelz,3212,6148,11379,3881,7096,14414
3235,Erlach,3499,6698,12396,4049,7405,15041
3236,Gampelen,3741,7162,13256,3728,6816,13846
3237,Brüttelen,2979,5702,10553,3460,6327,12851
3238,Gals,3503,6705,12409,3769,6891,13998
3250,Lyss,3341,6396,11837,3646,6667,13542
3251,Wengi b. Büren,2575,4928,9121,3016,5516,11203
3251,Ruppoldsried,2097,4015,7431,3131,5725,11629
3252,Worben,3030,5800,10735,3217,5882,11948
3253,Schnottwil,3450,5904,9364,3673,6359,12583
3254,Messen,2726,4665,7398,3198,5537,10956
3254,Balm b. Messen,2969,5082,8060,3454,5980,11832
3255,Rapperswil BE,3071,5879,10881,3589,6562,13330
3256,Dieterswil,2672,5115,9466,3566,6521,13245
3256,Bangerten b. Dieterswil,2952,5650,10457,3511,6419,13039
3256,Seewil,3004,5750,10641,3754,6865,13944
3257,Grossaffoltern,3551,6798,12582,3412,6238,12672
3257,Ammerzwil BE,3596,6883,12739,3497,6395,12990
3262,Suberg,3014,5770,10679,3372,6165,12523
3263,Büetigen,2821,5399,9993,3246,5936,12058
3264,Diessbach b. Büren,3061,5860,10846,3124,5712,11602
3266,Wiler b. Seedorf,2702,5173,9573,3245,5934,12053
3267,Seedorf BE,2635,5044,9334,3254,5950,12086
3268,Lobsigen,2531,4845,8967,3080,5632,11440
3270,Aarberg,3180,6088,11267,3562,6513,13230
3271,Radelfingen b. Aarberg,3049,5837,10803,3505,6410,13020
3272,Walperswil,3102,5938,10990,3707,6779,13769
3272,Epsach,3283,6285,11632,3673,6717,13643
3273,Kappelen,3024,5790,10715,3540,6474,13150
3274,Hermrigen,2964,5675,10502,3426,6264,12724
3274,Bühl b. Aarberg,3184,6095,11280,3729,6818,13849
3274,Merzligen,3587,6867,12710,3380,6181,12554
3280,Murten,4789,7516,11274,4865,7616,12250
3280,Meyriez,4862,7632,11448,5098,7982,12838
3280,Greng,4850,7613,11420,5784,9055,14565
3282,Bargen BE,3059,5856,10838,3365,6154,12500
3283,Kallnach,3206,6137,11357,3529,6452,13106
3283,Niederried b. Kallnach,3324,6364,11777,3603,6588,13382
3284,Fräschels,4033,6330,9494,4100,6419,10324
3285,Galmiz,4246,6664,9996,3957,6195,9964
3286,Muntelier,5350,8397,12595,5054,7912,12727
3292,Busswil BE,3038,5816,10764,3212,5874,11932
3293,Dotzigen,2598,4973,9203,3630,6637,13482
3294,Büren an der Aare,2995,5732,10609,3279,5995,12178
3294,Meienried,2755,5273,9760,3751,6858,13931
3295,Rüti b. Büren,2880,5512,10202,3055,5587,11349
3296,Arch,2901,5553,10278,3072,5617,11410
3297,Leuzigen,2417,4626,8562,3104,5676,11529
3298,Oberwil b. Büren,3040,5820,10771,3383,6186,12566
3302,Moosseedorf,3660,7006,12967,3713,6789,13791
3303,Jegenstorf,4002,7662,14180,3928,7183,14591
3303,Münchringen,3778,7232,13384,3416,6247,12688
3303,Zuzwil BE,3002,5746,10634,3664,6699,13607
3303,Ballmoos,3482,6666,12337,3641,6658,13524
3305,Iffwil,3262,6244,11556,3181,5816,11814
3305,Scheunen,2609,4994,9243,3350,6126,12444
3306,Etzelkofen,3021,5784,10705,3101,5670,11517
3307,Brunnenthal,3241,5547,8798,2975,5151,10192
3308,Grafenried,3070,5877,10877,3771,6896,14008
3309,Kernenried,3308,6332,11719,3163,5783,11746
3309,Zauggenried,3025,5790,10716,3124,5712,11602
3312,Fraubrunnen,2912,5574,10316,3433,6277,12750
3313,Büren zum Hof,4055,8315,20074,3323,7710,19607
3314,Schalunen,3024,5788,10712,3255,5951,12089
3315,Bätterkinden,3054,5847,10821,2960,5412,10993
3315,Kräiligen,2867,5488,10157,3269,5977,12141
3317,Limpach,2957,5661,10477,3358,6140,12472
3317,Mülchi,2948,5643,10443,2991,5469,11108
3322,Urtenen-Schönbühl,3953,7567,14004,3996,7306,14840
3322,Mattstetten,3577,6847,12671,4067,7436,15105
3323,Bäriswil BE,3507,6714,12425,3816,6977,14172
3324,Hindelbank,3399,6506,12041,3277,5993,12172
3324,Mötschwil,3364,6439,11918,3325,6080,12349
3325,Hettiswil b. Hindelbank,3410,6528,12081,3204,5858,11899
3326,Krauchthal,3674,7033,13016,3326,6081,12352
3360,Herzogenbuchsee,2845,5446,10079,3125,5714,11606
3362,Niederönz,2389,4572,8462,2871,5250,10665
3363,Oberönz,2417,4627,8563,2990,5467,11104
3365,Grasswil,2438,4667,8637,3143,5747,11674
3365,Seeberg,2689,5147,9526,3183,5821,11824
3366,Bettenhausen,2411,4616,8543,3014,5510,11193
3366,Bollodingen,2591,4960,9179,2753,5035,10226
3367,Thörigen,2349,4498,8324,3010,5504,11179
3367,Ochlenberg,2389,4574,8465,3022,5526,11226
3368,Bleienbach,2889,5531,10236,3348,6122,12435
3372,Wanzwil,3217,6158,11398,3029,5538,11250
3373,Röthenbach Herzogenbuchsee,2695,5160,9549,3012,5508,11187
3373,Heimenhausen,2767,5296,9802,3048,5574,11322
3374,Wangenried,2756,5276,9765,3305,6043,12274
3375,Inkwil,2571,4921,9107,3142,5745,11670
3376,Graben,2775,5312,9831,3419,6251,12697
3376,Berken,2697,5163,9555,3176,5808,11797
3377,Walliswil b. Wangen,2690,5150,9531,3120,5706,11590
3380,Wangen an der Aare,2931,5611,10385,2940,5377,10921
3380,Walliswil b. Niederbipp,2670,5110,9458,3139,5741,11661
3400,Burgdorf,3236,6194,11463,3548,6488,13180
3412,Heimiswil,3351,6414,11871,3074,5621,11417
3413,Kaltacker,3179,6086,11264,2875,5257,10679
3414,Oberburg,3152,6035,11169,3379,6178,12549
3415,Hasle b. Burgdorf,2816,5390,9976,3222,5891,11966
3415,Schafhausen im Emmental,2958,5663,10481,3029,5538,11249
3415,Rüegsauschachen,2581,4941,9145,3200,5852,11888
3416,Affoltern im Emmental,2707,5182,9590,2787,5097,10353
3417,Rüegsau,2712,5192,9609,2878,5262,10689
3418,Rüegsbach,2598,4972,9203,2778,5081,10320
3419,Biembach im Emmental,2955,5657,10469,2975,5441,11051
3421,Lyssach,3039,5818,10768,3281,6000,12187
3421,Rüti b. Lyssach,3063,5864,10853,3333,6094,12379
3422,Kirchberg BE,3068,5873,10870,3532,6459,13120
3422,Rüdtligen,2934,5617,10395,3355,6134,12460
3422,Alchenflüh,2931,5611,10385,3085,5641,11459
3423,Ersigen,3304,6325,11706,3426,6266,12727
3424,Niederösch,2820,5398,9990,3714,6792,13795
3424,Oberösch,3276,6271,11606,4018,7348,14925
3425,Koppigen,2754,5273,9758,3203,5857,11897
3425,Willadingen,2772,5306,9820,3318,6067,12323
3426,Aefligen,3086,5908,10934,3358,6141,12474
3427,Utzenstorf,3084,5904,10926,3426,6266,12727
3428,Wiler b. Utzenstorf,2669,5110,9457,3247,5938,12061
3429,Höchstetten,2703,5175,9577,3360,6145,12481
3429,Hellsau,2649,5070,9384,3377,6176,12545
3432,Lützelflüh-Goldbach,2761,5286,9784,3055,5587,11348
3433,Schwanden im Emmental,2544,4870,9012,3300,6033,12256
3434,Obergoldbach,2820,5398,9991,2901,5305,10777
3434,Landiswil,2646,5064,9373,2934,5366,10900
3435,Ramsei,2503,4792,8869,3313,6058,12306
3436,Zollbrück,2943,5633,10425,2928,5354,10875
3437,Rüderswil,2831,5420,10030,3079,5629,11435
3438,Lauperswil,2863,5481,10143,3091,5652,11481
3439,Ranflüh,3476,6654,12316,2798,5116,10392
3452,Grünenmatt,2595,4967,9192,2612,4777,9703
3453,Heimisbach,2530,4844,8964,2627,4803,9757
3454,Sumiswald,2422,4637,8581,3045,5568,11310
3455,Grünen,2470,4729,8752,2636,4820,9790
3456,Trachselwald,2453,4696,8690,2615,4781,9711
3457,Wasen im Emmental,2289,4382,8110,2631,4812,9773
3462,Weier im Emmental,2483,4753,8797,2913,5327,10821
3463,Häusernmoos im Emmental,2516,4816,8913,2639,4826,9802
3464,Schmidigen-Mühleweg,2557,4894,9058,2587,4730,9608
3465,Dürrenroth,2710,5187,9600,2643,4833,9817
3472,Wynigen,2686,5141,9515,2859,5228,10620
3472,Rumendingen,2850,5457,10099,3022,5525,11223
3473,Alchenstorf,2745,5255,9726,3277,5992,12172
3474,Rüedisbach,2536,4854,8983,2492,4557,9257
3475,Riedtwil,2529,4841,8959,2770,5066,10289
3475,Hermiswil,2524,4832,8942,2822,5159,10480
3476,Oschwand,2486,4759,8807,2593,4742,9632
3503,Gysenstein,3944,7550,13973,4250,7772,15787
3504,Niederhünigen,3557,6810,12603,4017,7344,14918
3504,Oberhünigen,3175,6077,11247,3552,6495,13193
3506,Grosshöchstetten,3310,6336,11727,3639,6654,13515
3507,Biglen,2875,5503,10185,3364,6152,12496
3508,Arni BE,3044,5826,10783,3286,6009,12206
3510,Konolfingen,3912,7489,13860,4251,7774,15790
